Source,Target
379377,2368
379385,4408
379390,47506
379403,56104
379403,67909
379420,338359
379425,124292
379428,4408
379430,18641
379482,206407
379484,124094
379486,310261
379497,38780
379504,404845
379504,399153
379504,41681
379504,335285
379504,70572
379505,69556
379505,48830
379507,364661
379507,321750
379537,176121
379546,70572
379546,162075
379565,162075
379569,51566
379569,38162
379573,162075
379616,121698
379616,24006
379626,225432
379647,104094
379653,314362
379653,130387
379654,343452
379657,44418
379657,150367
379657,24006
379659,253632
379660,48321
379660,34731
379660,271516
379662,162075
379665,221835
379677,344820
379679,171348
379682,30072
379687,267136
379699,30072
379713,286834
379722,155872
379734,381843
379734,274628
379738,4408
379740,15795
379745,206558
379746,367341
379770,141311
379781,341241
379783,196180
379784,25961
379784,381953
379803,274371
379805,68809
379805,22381
379812,378071
379812,274442
379825,312919
379829,347981
379840,371783
379840,164980
379857,111422
379857,48624
379877,96870
379878,96080
379879,354596
379912,293693
379913,42711
379915,162075
379918,377252
379918,94511
379923,327095
379949,30072
379953,134425
379979,277514
379997,14008
380009,22743
380026,59458
380053,314997
380072,199541
380085,78951
380092,377068
380092,377104
380100,120621
380120,974
380120,45208
380123,203294
380131,48321
380131,30931
380131,186865
380148,162075
380152,360406
380152,360772
380152,360472
380155,375545
380165,167137
380173,162075
380182,207607
380183,28099
380203,13029
380227,254424
380228,162075
380229,49869
380237,3744
380238,20783
380253,38617
380253,361332
380254,4408
380255,4408
380258,536333
380270,162075
380309,379430
380325,362608
380326,80455
380330,120621
380341,145308
380353,66914
380378,41001
380391,223501
380437,162075
380437,41681
380456,356357
380465,149821
380465,163962
380484,121073
380498,65505
380500,125015
380513,380008
380528,282672
380531,380527
380538,74059
380539,55868
380541,223501
380541,17610
380549,218945
380576,221835
380593,91815
380596,110477
380619,345623
380619,285463
380624,89096
380633,388536
380649,190425
380649,256792
380650,323396
380651,153964
380652,236276
380663,30334
380665,186808
380676,19376
380676,62152
380676,118290
380676,289196
380679,134170
380698,24006
380730,159008
380741,163993
380748,162075
380756,97936
380756,44680
380801,65245
380813,380724
380838,375428
380849,162075
380854,148095
380854,265493
380859,301268
380873,4408
380877,336112
380879,286181
380882,379564
380887,162075
380889,327747
380898,322458
380913,25961
380926,365358
380941,141606
380961,974
380970,258724
380975,325839
380982,133533
380988,5121
380995,308937
381009,91815
381019,36671
381025,253632
381041,91815
381054,78951
381055,138611
381056,81263
381065,221835
381069,376757
381069,162075
381090,86452
381092,66492
381123,11840
381124,223501
381124,162075
381137,145902
381148,68127
381158,225141
381162,137655
381165,22381
381175,221835
381175,331353
381196,171163
381196,286181
381198,6328
381208,236276
381212,364690
381232,345974
381238,236617
381244,44062
381244,162516
381276,247993
381292,80455
381294,376710
381294,343768
381306,214355
381335,176676
381338,11
381339,247
381362,358989
381367,174440
381367,38162
381383,66195
381387,126444
381399,91815
381402,4408
381404,235926
381413,247757
381413,22285
381415,187888
381419,40119
381427,149054
381432,334236
381447,287352
381447,326532
381464,141606
381477,162075
381479,64001
381479,379965
381485,167539
381507,117565
381510,20824
381510,2793
381514,110477
381518,322070
381523,265471
381543,88921
381543,35629
381555,10373
381563,69810
381564,6317
381567,1488
381572,277364
381573,160971
381574,235279
381575,24903
381599,13648
381599,1057
381625,162075
381627,3883
381650,162075
381657,24006
381670,306703
381685,308937
381686,221835
381690,150078
381690,17381
381690,68306
381690,174478
381690,206283
381690,162075
381710,381601
381727,24006
381727,379657
381733,4408
381734,314042
381752,367339
381770,117015
381774,140246
381780,148638
381781,35401
381793,156296
381804,202644
381804,36930
381818,226061
381826,22649
381834,277961
381838,88384
381856,334298
381874,6328
381890,206407
381892,30962
381894,222658
381902,210890
381904,43950
381908,381507
381923,365061
381925,296163
381930,375811
381939,148638
381946,138523
381946,66447
381953,289559
381953,489546
381953,496186
381958,60218
381964,91815
381970,368294
381977,355082
381977,73616
381979,15433
381981,141606
381981,111563
382012,6328
382019,70841
382020,201603
382030,236414
382031,4507
382048,41605
382055,153831
382055,362299
382094,354278
382095,159368
382133,6317
382134,381774
382161,168879
382161,283984
382161,136660
382177,163962
382177,221835
382182,30072
382191,162075
382196,111085
382216,143589
382222,286181
382223,16988
382224,362971
382228,133533
382238,125280
382238,333795
382238,206407
382238,162626
382242,88384
382275,412325
382285,124845
382292,171163
382295,45664
382296,154722
382298,140246
382298,12897
382298,124845
382304,66718
382306,84494
382307,128142
382317,189591
382327,167000
382328,221835
382330,290810
382330,78352
382330,284306
382336,30334
382346,159007
382357,61396
382367,129822
382367,363912
382370,150933
382371,462085
382384,132116
382394,4983
382394,35629
382394,7662
382394,310220
382399,158321
382400,81233
382400,130127
382407,404053
382409,37411
382415,17381
382426,169521
382426,186408
382426,306169
382439,286181
382439,171163
382454,362792
382485,10294
382508,230476
382516,296109
382516,286181
382536,236276
382553,379430
382554,206407
382554,333795
382557,162075
382558,66751
382578,48535
382581,65852
382584,299415
382584,224942
382588,119597
382593,286181
382593,306452
382606,360465
382606,372907
382606,371559
382606,235567
382613,284766
382622,34430
382658,138918
382665,20105
382681,151283
382681,150445
382697,381786
382701,401384
382702,365441
382707,318608
382709,16105
382711,4408
382721,34325
382740,25961
382746,24006
382746,381786
382753,382220
382753,153129
382753,147319
382755,159630
382761,311831
382767,371026
382778,221835
382780,44226
382782,46331
382786,10779
382792,138547
382823,436925
382828,24006
382828,162075
382831,814
382832,2194
382837,6328
382840,378374
382845,95403
382855,128722
382866,143989
382881,988
382889,382508
382896,247716
382906,384062
382908,86375
382920,198857
382926,214018
382928,361335
382933,240766
382935,313217
382943,291376
382958,395410
382990,382242
382998,17381
383001,342018
383016,382582
383030,163751
383030,272796
383048,178373
383055,157891
383060,108634
383060,37556
383076,110341
383084,144877
383095,59685
383095,149054
383101,132577
383106,56446
383108,49869
383114,26299
383114,265452
383128,253632
383135,208405
383144,289559
383173,236276
383177,75998
383178,383234
383180,6328
383180,191020
383188,34
383191,221835
383199,35401
383226,330937
383232,221835
383254,182359
383254,254424
383256,206407
383256,333795
383263,324931
383273,246547
383279,401190
383282,4408
383287,30072
383312,293693
383312,215298
383315,15433
383320,110477
383320,203301
383335,5121
383339,178025
383388,38661
383391,37411
383391,377937
383394,221835
383396,107230
383396,359156
383396,363878
383474,30931
383475,157891
383488,17764
383488,172173
383491,115619
383491,56673
383493,78951
383501,13886
383509,9092
383512,185645
383513,180628
383525,64001
383530,405019
383531,110477
383533,6302
383536,383460
383539,362058
383539,260510
383557,359156
383566,99079
383571,138154
383579,6328
383580,381601
383586,378239
383589,17610
383599,123077
383605,293091
383605,143203
383611,17823
383613,360423
383614,206407
383614,289677
383636,311151
383640,387577
383640,63610
383640,52963
383656,285920
383656,27052
383678,236276
383684,180733
383695,105891
383695,6107
383700,126229
383704,146238
383712,281293
383722,93457
383722,135540
383722,140379
383738,382588
383763,111230
383769,4408
383799,30072
383808,381601
383808,133533
383812,158679
383816,55868
383841,3883
383853,364048
383865,117744
383866,285434
383875,25961
383880,254457
383896,431011
383896,88384
383898,690
383913,361392
383915,162075
383918,119080
383924,88384
383924,18566
383936,203301
383936,110477
383936,91815
383938,372056
383941,102733
383945,21321
383952,166261
383958,418225
384007,6328
384010,24006
384013,5121
384021,50433
384046,89710
384047,91815
384061,162075
384061,41681
384065,162075
384083,49066
384083,2276
384092,103345
384101,381601
384120,385317
384122,382579
384129,295702
384137,15795
384151,3883
384152,392481
384157,120621
384164,367339
384193,253632
384195,175514
384195,157229
384195,381939
384208,206407
384208,6328
384208,26269
384224,333795
384224,206407
384228,229200
384229,4408
384240,368448
384250,34329
384250,342034
384250,381916
384250,245201
384266,141606
384271,41247
384286,36930
384286,61396
384288,107234
384297,341779
384297,67758
384297,69810
384307,368242
384324,132577
384338,249743
384339,115591
384339,197778
384339,186494
384344,338391
384352,346657
384355,124292
384374,410261
384375,122930
384378,51538
384386,4408
384392,9135
384392,2724
384392,146431
384398,304636
384399,382242
384400,5121
384403,30072
384415,28099
384416,134668
384419,45155
384425,147010
384425,251830
384425,22108
384429,145902
384429,204166
384440,153928
384449,10342
384450,308937
384467,122105
384487,268063
384487,11840
384506,615
384509,2261
384520,162075
384526,10373
384537,124292
384537,39050
384539,109249
384540,192654
384551,386056
384569,140246
384587,988
384587,235951
384590,424834
384592,431011
384593,334994
384594,221835
384596,211578
384605,336193
384605,213695
384607,219132
384609,384662
384615,78951
384621,381601
384635,25961
384639,343768
384639,344389
384650,214421
384664,60980
384666,360598
384669,368893
384670,4408
384690,108925
384690,44849
384690,53102
384694,419304
384694,354321
384695,384703
384709,75377
384724,288999
384724,221835
384725,296163
384735,138547
384735,25961
384735,307280
384745,221835
384776,384635
384776,25961
384777,161475
384778,344865
384793,36125
384793,65911
384835,88384
384845,354074
384846,25961
384849,25347
384849,25961
384851,30072
384853,17381
384876,52693
384880,88384
384880,360465
384884,145902
384898,356160
384898,974
384899,236276
384902,24006
384909,172698
384919,133533
384927,321836
384927,384240
384960,13065
384967,50581
384974,141606
384984,128283
384996,244641
384997,449905
385000,120799
385005,235783
385008,140246
385019,17823
385028,151283
385038,385005
385047,6317
385055,5172
385065,142549
385078,47506
385086,162075
385087,385073
385090,266588
385103,78888
385120,216575
385121,399153
385124,162075
385129,974
385136,5121
385145,122903
385149,55551
385157,356357
385161,363152
385168,138284
385220,13869
385226,115406
385231,162075
385245,65911
385256,286181
385286,361090
385286,359530
385319,230878
385319,221835
385319,162075
385320,72964
385324,412186
385325,149054
385334,141512
385336,400
385344,73993
385345,254156
385346,348940
385346,94734
385368,265567
385376,185172
385383,47506
385408,113870
385408,134035
385409,117744
385417,308937
385473,56313
385474,302459
385480,360248
385480,335874
385485,90931
385495,285588
385503,35445
385508,17381
385525,73398
385540,14008
385540,47506
385549,47506
385549,14008
385552,107538
385572,138959
385594,287571
385599,291673
385608,360831
385611,4408
385639,333795
385648,162075
385683,236276
385684,79722
385690,162075
385696,48362
385701,16988
385706,362914
385706,366774
385733,171933
385741,45753
385768,34297
385774,331667
385783,66447
385791,20989
385797,176550
385816,356691
385818,337471
385818,94754
385831,377213
385834,18641
385843,221835
385853,22743
385858,236276
385873,178352
385885,287434
385885,62440
385910,206407
385913,645
385919,83771
385928,384927
385943,365666
385962,237018
385963,94926
385967,247501
385972,6328
385981,55441
385990,361268
385990,28086
385990,32764
385995,371961
385995,229552
386023,119080
386030,333409
386038,88384
386038,382242
386055,383442
386055,321750
386070,52664
386092,236276
386099,30334
386111,79538
386111,91815
386120,91815
386128,144433
386154,41930
386155,337969
386157,316025
386165,295701
386179,368294
386206,15408
386212,133533
386216,48468
386260,221835
386265,178437
386269,70534
386277,156296
386287,17381
386288,100232
386301,308937
386301,128830
386306,287352
386314,386762
386327,339697
386337,221835
386343,1366
386344,142549
386346,113544
386348,125280
386348,149523
386348,333795
386352,5338
386353,24006
386358,149523
386360,453109
386360,100604
386362,282302
386362,61708
386371,451920
386371,348497
386371,55868
386409,4408
386414,114613
386414,102440
386415,15433
386423,248427
386428,302518
386428,615
386441,1529
386457,331353
386457,386108
386467,266429
386467,169600
386470,106920
386471,166692
386474,313126
386483,24006
386484,7034
386485,133533
386508,142549
386523,384590
386524,176121
386548,145902
386548,384429
386562,385891
386568,289559
386587,221835
386594,221835
386600,384757
386609,44675
386614,227596
386623,35401
386652,116331
386654,72099
386655,381939
386673,59458
386683,386445
386690,292394
386711,162268
386718,162075
386722,257600
386736,67896
386736,257897
386744,106306
386744,236038
386744,2724
386745,276470
386759,112418
386765,48535
386798,5655
386823,333795
386832,141606
386837,221835
386838,213516
386851,462163
386853,336824
386867,364901
386878,338308
386879,58023
386887,259681
386893,253632
386912,333795
386919,140246
386947,22743
386962,4408
386992,78951
387029,62859
387029,125679
387029,346401
387044,1813
387044,38246
387047,389115
387047,381601
387048,67337
387051,122428
387059,58274
387059,500
387062,55280
387063,204653
387071,222348
387071,4983
387071,98412
387083,171914
387086,5121
387088,63681
387094,221835
387094,1366
387097,88384
387099,1366
387106,174195
387112,69546
387113,286181
387117,134029
387133,286181
387147,236276
387164,32850
387194,79715
387200,322511
387203,131016
387203,109994
387203,141015
387203,277959
387209,236276
387227,2194
387235,382579
387242,371783
387254,1366
387260,316025
387266,162075
387281,141606
387282,386457
387287,17381
387288,17381
387299,254424
387306,7034
387306,3378
387312,377937
387323,297046
387324,308937
387324,256792
387340,386453
387346,59632
387360,162075
387377,254156
387391,30072
387392,179785
387428,197828
387429,87090
387441,15433
387443,162075
387455,310589
387457,361613
387458,30072
387471,48535
387482,145195
387482,37590
387510,162075
387510,141606
387514,4408
387515,221835
387515,381601
387523,411564
387530,70442
387535,155852
387545,121226
387545,381939
387545,378497
387546,48001
387558,46331
387571,61520
387584,190425
387594,244577
387594,276039
387598,66328
387601,6328
387604,112069
387606,81648
387610,202563
387615,223501
387637,58657
387638,132577
387643,21657
387643,213678
387646,234871
387647,155424
387649,221835
387680,378585
387684,107538
387688,282358
387693,379440
387700,24006
387700,382746
387705,42532
387706,446682
387706,288826
387715,2194
387730,358811
387744,17381
387749,22743
387749,30396
387753,26766
387770,372551
387775,121698
387787,364945
387787,5121
387791,17381
387792,24945
387792,317241
387792,288867
387799,290516
387800,140246
387812,162075
387812,296163
387834,331451
387836,387428
387853,2724
387862,245769
387862,140246
387877,385826
387878,84483
387878,121226
387888,26269
387892,27559
387898,171397
387905,360810
387907,208022
387911,34074
387937,162075
387939,25764
387941,12129
387941,133533
387945,126491
387949,14008
387968,36930
387969,74171
387969,471609
387979,186279
387979,66718
387991,285212
387991,49869
387995,140246
388000,378984
388005,169727
388016,30072
388031,408541
388037,243628
388037,307360
388043,10228
388052,974
388052,127923
388072,48468
388072,56104
388072,5558
388115,16178
388115,91598
388126,48299
388128,372561
388128,389196
388136,384042
388138,89710
388138,2793
388144,133533
388146,48468
388146,341428
388149,145902
388153,524976
388161,205112
388177,157891
388189,982
388190,784
388215,162075
388219,150671
388219,217606
388225,284493
388229,1441
388239,254424
388247,385826
388267,140246
388280,162075
388280,361004
388289,5121
388304,51566
388306,235567
388306,384592
388314,368051
388331,298290
388331,22743
388340,152593
388346,362792
388353,252612
388359,244544
388361,22743
388372,186193
388374,351827
388384,4408
388384,210239
388398,361022
388398,73391
388428,331667
388428,361504
388428,376732
388434,19320
388445,5121
388449,317763
388449,140246
388452,61939
388457,150476
388457,5121
388459,221835
388467,335695
388477,181350
388483,387643
388511,290515
388513,56104
388513,41332
388520,10395
388526,162075
388528,12589
388538,34430
388540,30072
388546,360806
388547,198065
388551,118300
388571,221835
388571,162075
388572,236276
388576,289559
388588,162075
388593,296694
388593,25961
388593,233190
388602,62340
388611,45496
388615,333795
388616,383808
388632,241944
388669,378768
388687,258616
388687,384042
388722,49086
388737,384042
388747,54067
388749,161851
388753,333795
388765,369683
388793,1207
388795,47538
388795,388155
388798,126233
388800,227261
388810,350558
388815,336026
388815,361445
388816,293676
388819,5121
388820,293898
388822,291500
388822,272396
388829,253632
388839,387815
388851,263800
388858,140246
388859,220913
388859,12584
388861,162075
388863,7044
388863,33328
388868,244544
388872,988
388872,384587
388875,253632
388883,115561
388897,236773
388907,350558
388910,112568
388919,388415
388935,30072
388942,162075
388989,100090
388993,79930
389001,339727
389001,133533
389026,78613
389028,383880
389037,34430
389037,110477
389046,350558
389046,236276
389075,116494
389082,162075
389089,389600
389089,4408
389096,34430
389101,236276
389114,183129
389115,88384
389115,57056
389118,335785
389122,635
389144,134897
389156,68809
389196,372561
389197,15433
389199,133533
389216,62378
389222,118749
389227,338907
389228,30334
389228,148638
389228,65083
389228,307280
389228,384587
389228,6253
389235,235567
389237,145902
389258,270080
389266,162075
389277,4408
389280,381970
389280,368294
389280,323031
389288,23666
389292,162075
389302,34430
389307,319427
389327,140246
389333,142300
389346,16366
389346,168939
389350,361267
389350,224566
389379,379921
389384,300788
389389,24006
389390,157891
389401,203301
389412,92556
389412,117950
389413,91815
389413,110477
389420,14008
389427,325235
389429,288821
389430,141606
389438,235126
389440,162075
389440,183885
389474,38327
389482,162075
389487,432003
389495,386314
389514,225432
389520,388541
389522,25961
389524,334012
389536,16366
389541,64010
389547,356992
389549,176121
389551,162075
389552,2368
389557,36643
389568,138556
389571,195014
389593,55868
389597,38772
389600,389089
389607,283950
389614,227203
389615,105587
389636,151201
389636,339621
389636,395926
389636,379213
389636,368375
389638,12473
389653,24006
389662,221835
389668,974
389670,378558
389670,105587
389682,162075
389688,24006
389690,221835
389690,260793
389690,376952
389690,312684
389690,162075
389711,55868
389728,5980
389728,81179
389728,5121
389735,50581
389735,292639
389742,24108
389757,381639
389763,389753
389774,336112
389793,168879
389799,158555
389807,381828
389834,106351
389843,19898
389865,2793
389867,206071
389881,150749
389885,157891
389888,295666
389891,261644
389896,256229
389896,240109
389896,70232
389900,162075
389901,388483
389901,134097
389909,217585
389912,140246
389912,286379
389964,367339
389970,37629
389970,162075
389974,89244
389974,211623
389974,332450
390001,266991
390008,303642
390008,303982
390008,154470
390008,229872
390015,380558
390031,212331
390032,41930
390038,78403
390051,331667
390053,21148
390057,32624
390060,162075
390060,105857
390062,235655
390068,93411
390082,384042
390082,308937
390083,30072
390101,141606
390102,167015
390102,162075
390103,236276
390115,384042
390127,333795
390131,235926
390135,221835
390147,81648
390160,30072
390166,33640
390169,57730
390186,388069
390193,50576
390206,48140
390208,384042
390225,42284
390225,10373
390228,289559
390236,34430
390253,389245
390291,5121
390291,18495
390319,336112
390322,322511
390323,390102
390367,26529
390367,48321
390367,365913
390370,388945
390377,53729
390387,9417
390391,94694
390395,380169
390398,211416
390398,4766
390402,87002
390403,328681
390426,65951
390461,378828
390465,153930
390468,191980
390496,109249
390512,333795
390521,30334
390537,55868
390565,140246
390587,91815
390587,34430
390598,368294
390608,164227
390609,5121
390616,101064
390626,70556
390626,122148
390634,161649
390642,240299
390644,362303
390654,15425
390654,277611
390657,30072
390660,390766
390671,63924
390681,186276
390694,58811
390706,403349
390739,211026
390739,272728
390739,362793
390739,234980
390739,162075
390741,286181
390758,12409
390775,109404
390794,32135
390798,140246
390798,225432
390803,77247
390811,54296
390812,34408
390842,19898
390843,4507
390845,236276
390846,333795
390853,88384
390854,34074
390866,377127
390871,15518
390884,383391
390884,377937
390892,66
390904,126850
390904,168902
390919,25961
390925,162075
390931,55224
390937,308937
390945,10373
390989,235926
390989,236276
390990,171163
390992,364385
390995,389245
390996,140246
391001,89710
391003,105857
391012,234514
391013,229788
391019,140246
391019,204840
391026,132440
391026,82140
391031,88384
391041,90504
391060,91815
391060,66272
391068,173151
391070,140246
391070,118749
391070,385008
391080,390766
391091,25974
391091,31786
391091,867
391101,18903
391123,391070
391131,24006
391162,281491
391166,221835
391166,168608
391191,169218
391193,119449
391193,36930
391206,369613
391215,6328
391215,334186
391216,385060
391216,11760
391224,141692
391227,307901
391247,143678
391267,83975
391268,375841
391272,4408
391273,189347
391274,389692
391276,80455
391279,360598
391280,221835
391287,7479
391287,65858
391292,91815
391293,101226
391294,189347
391307,363401
391320,380650
391325,6586
391329,62039
391333,375841
391334,278679
391368,355688
391387,112069
391388,1366
391389,56446
391392,162075
391392,153002
391397,278912
391411,47865
391412,278479
391412,221835
391413,299417
391419,221835
391419,25764
391431,56446
391434,26269
391435,192050
391438,141606
391443,304550
391443,236276
391457,289559
391460,48321
391465,126870
391474,206214
391480,244100
391482,47873
391489,96861
391501,229274
391505,369683
391515,275965
391515,154665
391535,34430
391535,248914
391545,13886
391545,160524
391549,196339
391555,236276
391559,692
391559,10573
391563,58172
391563,6302
391563,22946
391566,85975
391601,334186
391607,145902
391611,149821
391616,360378
391624,974
391624,54217
391628,350558
391635,234698
391635,278403
391646,190985
391669,228497
391683,88384
391703,126340
391708,56446
391716,253189
391722,256792
391722,22743
391722,92556
391730,168608
391738,211759
391741,140246
391744,221835
391772,81042
391772,5868
391772,186276
391777,133533
391778,25425
391781,221835
391798,429480
391798,5911
391802,217397
391828,78951
391839,577592
391844,221835
391855,15433
391873,162075
391873,22118
391881,45679
391882,56104
391887,162075
391887,4408
391888,135339
391896,4408
391897,289559
391906,1366
391906,221835
391907,164555
391908,145902
391908,389237
391910,162075
391918,162075
391939,236276
391939,350558
391956,176593
391996,392532
391996,361991
391996,230698
392048,148444
392058,392105
392068,5121
392075,282715
392084,236276
392085,350558
392085,236276
392091,47522
392097,87447
392102,14685
392114,141606
392114,124292
392116,308937
392123,339687
392123,334186
392125,3883
392125,171163
392130,323868
392138,367646
392145,225129
392154,392063
392154,336518
392158,257874
392174,24006
392178,392058
392182,125844
392196,391805
392207,95910
392207,145012
392208,391445
392215,369613
392215,125844
392219,126789
392219,65911
392219,91815
392221,71283
392224,17952
392234,64813
392240,366001
392272,109056
392288,45357
392288,33849
392288,375014
392290,222348
392294,9135
392297,236276
392302,342069
392311,226522
392316,162075
392316,228927
392317,368068
392318,90339
392336,202857
392339,392097
392355,49869
392362,60980
392367,221835
392376,19898
392385,173155
392385,309193
392398,239600
392428,30072
392432,285652
392448,4408
392462,137492
392470,221835
392472,34430
392472,91815
392476,378586
392483,109899
392483,123579
392504,145902
392509,356357
392521,14008
392523,223237
392523,140246
392539,147858
392544,130966
392551,107177
392551,340801
392551,356046
392551,65758
392551,372749
392551,110118
392551,85397
392551,233199
392551,356794
392560,145012
392562,59310
392580,190899
392590,5980
392592,41478
392594,136194
392632,178712
392632,387047
392644,120966
392648,347065
392653,156045
392656,9135
392656,7809
392658,233687
392658,279275
392663,79305
392666,208037
392684,236276
392698,142327
392703,306452
392722,124292
392726,283838
392726,196180
392728,120475
392741,988
392748,48321
392757,277119
392763,392632
392773,78951
392774,73367
392774,221404
392777,392099
392785,162075
392806,118151
392816,256013
392819,149054
392821,221835
392821,162075
392828,25961
392837,4408
392838,145444
392838,6328
392852,78951
392854,9382
392892,223501
392892,314362
392920,140246
392920,343047
392928,43174
392951,333795
392959,384592
392959,371559
392965,7809
393017,133533
393079,11
393085,112069
393091,91815
393103,162075
393103,295945
393104,52430
393107,56104
393115,314354
393139,5121
393139,138284
393152,162075
393156,1400
393160,162727
393161,1414
393163,133533
393169,393160
393180,126065
393195,265753
393214,211339
393226,17764
393226,126153
393230,390059
393231,211339
393234,94854
393238,6328
393243,208044
393246,94754
393250,5121
393252,210961
393257,310131
393268,274453
393269,162075
393277,5121
393285,8209
393285,27213
393295,393226
393298,200824
393303,6253
393305,271624
393312,333795
393322,41681
393330,189708
393335,590607
393335,66914
393335,379377
393338,221835
393339,178712
393339,33697
393344,38162
393345,4408
393351,988
393380,340223
393380,272728
393380,260793
393380,162075
393381,140246
393384,34
393400,197828
393400,19770
393400,393400
393402,236276
393418,591548
393436,4408
393446,106159
393446,248914
393449,56104
393449,30163
393450,178939
393455,18523
393456,49869
393463,66718
393463,374870
393474,264597
393483,4408
393485,18523
393485,132170
393509,178009
393511,24006
393515,342179
393516,60218
393543,133533
393544,2793
393560,114823
393569,202944
393569,310709
393586,267084
393586,209795
393586,393607
393596,11
393600,352952
393607,209795
393607,87540
393613,99466
393614,381953
393618,17764
393619,219545
393620,5121
393658,16988
393660,160897
393663,386243
393682,150160
393694,205112
393694,207733
393705,234414
393707,220321
393719,236276
393724,142300
393726,26632
393728,78951
393731,47642
393737,199258
393738,394092
393745,220504
393746,335242
393765,100278
393767,162075
393771,221835
393783,133533
393787,360341
393789,84270
393790,509006
393792,337757
393809,87415
393811,216653
393817,375867
393818,1755
393845,61939
393855,140246
393866,140246
393873,392099
393873,392777
393881,68742
393937,16366
393946,236276
393950,129628
393952,280270
393953,412452
393953,36930
393953,367726
393959,179951
393965,48468
393976,162075
393989,149140
394001,46878
394012,133533
394022,56104
394022,121654
394022,272187
394023,154565
394023,340156
394024,133894
394024,92379
394037,91693
394037,284459
394042,342637
394042,291131
394050,145314
394057,4408
394070,389147
394070,173220
394081,110821
394083,14180
394088,150972
394088,224476
394088,138472
394100,382579
394110,6328
394139,57381
394149,316893
394163,162075
394163,138472
394165,322511
394168,48299
394177,6328
394177,162075
394177,19376
394188,25961
394193,371416
394193,364968
394205,170235
394224,142549
394234,150909
394236,133533
394260,11634
394265,287786
394282,32192
394282,37335
394287,312986
394289,254424
394289,11002
394294,308937
394299,323396
394313,362170
394321,228444
394333,162075
394334,587570
394350,1366
394354,988
394356,389584
394366,342637
394376,282434
394376,9933
394376,88384
394378,162075
394385,313087
394385,14685
394388,4408
394390,133533
394391,100232
394399,223501
394429,335695
394434,162028
394437,236276
394442,361170
394446,65911
394447,162075
394448,359156
394448,30072
394453,213889
394464,4408
394487,5121
394496,69433
394506,58101
394508,411632
394508,408222
394508,409815
394518,86
394526,4408
394532,248773
394542,394566
394548,333795
394548,206407
394549,26200
394549,394168
394566,6328
394567,65911
394577,163030
394586,362389
394599,394566
394602,124292
394620,105891
394622,22285
394628,162075
394628,230304
394628,22743
394628,22118
394634,547105
394640,72812
394643,209597
394653,124017
394653,49572
394654,129246
394663,22743
394704,151941
394705,364717
394708,171778
394771,158555
394783,236276
394789,340156
394797,307280
394798,221835
394812,304543
394813,19430
394815,140246
394822,65911
394825,25764
394826,14180
394840,360423
394858,303415
394867,221835
394880,30456
394888,38661
394888,2368
394888,243139
394897,46627
394897,286621
394897,351097
394915,117744
394918,372736
394922,432053
394926,144531
394927,91815
394927,44122
394929,38162
394929,192914
394930,11
394947,221835
394950,141606
394956,17381
394964,19486
394966,288821
394968,196115
394978,221835
394983,371559
394986,392891
394992,367339
394993,109530
394993,145195
394996,150025
395003,352249
395013,240913
395027,221835
395030,4983
395030,35629
395050,362682
395052,476340
395062,110477
395068,151608
395068,85318
395069,65359
395088,265753
395093,333795
395094,73287
395095,395172
395097,149154
395118,50145
395124,395102
395126,397016
395134,185784
395134,376736
395147,87665
395159,337693
395159,397848
395159,177825
395177,344364
395177,349634
395177,307871
395179,389766
395184,252612
395190,221835
395196,24006
395199,6328
395199,221835
395201,145902
395212,58814
395221,32695
395236,221835
395236,191980
395243,393538
395252,162075
395252,61396
395260,17536
395260,159007
395267,4208
395267,65830
395267,38566
395276,238077
395281,162075
395283,176268
395288,192235
395306,395293
395321,5121
395330,437409
395348,256416
395371,345104
395384,384590
395411,146076
395419,299295
395429,206407
395429,181274
395429,333795
395432,64241
395447,379504
395447,41681
395475,78541
395481,362259
395481,281862
395488,185021
395489,389766
395494,92019
395498,96967
395499,131139
395504,30072
395505,323396
395506,307280
395506,974
395506,389228
395506,86358
395522,169716
395527,144237
395527,3257
395534,187471
395536,168156
395537,392891
395545,387112
395545,131016
395549,78951
395554,162174
395559,16366
395565,162075
395565,205112
395579,88091
395584,396301
395596,14008
395596,56446
395611,280342
395632,43318
395640,172972
395644,172698
395644,98489
395652,92019
395653,221835
395653,168608
395654,407985
395661,49255
395677,87165
395685,127704
395695,49869
395696,18747
395697,125111
395705,150708
395708,109530
395708,213680
395717,17823
395722,4408
395735,49869
395739,326670
395739,236276
395741,316025
395742,265644
395743,221835
395759,56719
395766,22946
395767,236276
395787,389228
395787,988
395792,206407
395832,368435
395871,65911
395871,91815
395878,162075
395879,220652
395879,509006
395881,191999
395881,169887
395885,450371
395898,78951
395906,392891
395910,7498
395920,55868
395922,326809
395922,4096
395936,129997
395944,328784
395976,37174
395985,378497
395985,84483
395991,348614
395992,162075
395996,35722
395996,119080
395996,5121
396009,250858
396037,35629
396037,143708
396037,296197
396101,107538
396119,125111
396123,331508
396126,111585
396135,14008
396136,43432
396158,133533
396172,221835
396175,58172
396175,87040
396187,89710
396189,236276
396192,203912
396197,17603
396199,375049
396199,364117
396204,6328
396217,125015
396230,175104
396230,250669
396230,215890
396233,199258
396245,316025
396273,436891
396280,385594
396280,244654
396287,352034
396300,286181
396301,395584
396302,299769
396311,147154
396324,355273
396343,17536
396346,223501
396362,73993
396363,427842
396387,342276
396389,394656
396390,56270
396391,388541
396391,378558
396406,407009
396407,140246
396408,338668
