Source,Target
92150,66003
92153,16988
92185,45970
92190,75284
92193,89602
92197,85307
92209,14008
92212,76594
92218,226278
92232,83383
92255,14008
92256,67965
92256,75219
92264,17332
92274,5121
92275,5121
92280,83262
92283,58914
92285,82291
92285,91815
92301,35238
92304,529
92320,2622
92330,53372
92344,162075
92344,58763
92368,178712
92372,5121
92375,41061
92375,17851
92375,1918
92377,41057
92377,98235
92379,38162
92386,16988
92416,1336
92432,104431
92432,65736
92460,17381
92464,89437
92464,23211
92472,5121
92473,17381
92487,5121
92491,5121
92492,86164
92492,852
92492,2507
92499,73096
92507,14008
92520,225693
92521,92556
92529,5121
92536,65911
92545,68445
92550,15795
92556,15284
92565,27270
92601,91939
92604,79920
92609,5121
92610,247
92649,63921
92670,67313
92676,78164
92677,78164
92681,20530
92685,86799
92697,88061
92727,1784
92733,29559
92733,28977
92744,10503
92744,10290
92778,87043
92792,92623
92794,430867
92795,83458
92800,14008
92802,70025
92809,4983
92856,4983
92857,9933
92868,86894
92874,86618
92874,88384
92876,92832
92886,75371
92890,28039
92890,11147
92890,28496
92893,19413
92925,5121
92926,5435
92926,34430
92930,92832
92942,23757
92952,2554
92967,8918
92968,14008
92985,89469
92990,92934
92995,48535
93004,46331
93004,38162
93008,988
93028,11
93028,25961
93030,3837
93047,66447
93055,66447
93055,25961
93066,39259
93072,90619
93083,1207
93089,38028
93098,41478
93098,29816
93098,3205
93098,9286
93098,4452
93098,22743
93102,5121
93142,100084
93144,5121
93145,116
93146,18121
93146,92874
93146,1366
93148,10865
93156,118730
93156,72781
93157,5121
93185,39199
93190,93118
93195,10712
93200,92911
93207,5121
93217,15433
93226,4408
93227,5121
93231,21953
93236,86802
93241,81805
93241,109078
93242,58455
93261,5121
93266,62664
93272,56896
93275,17381
93275,18641
93280,5121
93296,37409
93302,27541
93303,9206
93303,10373
93310,82291
93313,23009
93319,89769
93329,73576
93331,5121
93352,42065
93352,63211
93360,31877
93366,32798
93373,70876
93390,83172
93394,92893
93405,18641
93416,22750
93427,3697
93434,96967
93445,333795
93450,56313
93450,4408
93455,18641
93459,92556
93459,58168
93479,6398
93484,91072
93490,68918
93490,647
93504,66447
93513,44019
93526,1877
93530,51475
93534,37531
93538,42065
93554,4983
93566,393574
93566,25961
93569,5121
93571,59778
93579,5121
93587,75120
93603,5121
93603,74171
93608,33499
93611,5121
93623,38009
93624,23491
93624,254424
93630,5121
93630,66932
93630,94058
93638,90504
93649,1366
93649,92874
93654,55703
93654,280706
93654,285434
93654,38117
93701,13758
93703,19694
93712,31846
93718,46232
93728,64788
93735,35488
93744,5121
93752,77487
93754,30334
93754,100306
93764,5121
93770,89753
93777,31626
93778,17734
93802,70223
93813,14312
93814,74171
93828,118346
93831,5121
93853,47571
93854,28039
93859,53422
93863,90824
93863,160605
93864,64605
93871,14008
93871,67437
93878,16988
93882,66328
93883,71506
93883,14008
93893,5121
93893,91731
93933,7273
93933,4113
93951,56313
93962,338842
93962,109404
93967,78043
93968,77655
93968,34768
93986,32248
94001,93809
94002,39667
94021,55868
94021,72038
94021,12355
94034,353175
94040,54981
94040,93954
94046,80721
94051,27097
94061,4983
94061,2038
94062,71341
94064,39316
94072,79953
94081,65828
94085,36930
94087,64671
94089,4983
94101,233782
94102,99033
94102,81585
94105,80160
94107,30334
94114,53414
94114,51362
94116,20119
94116,34796
94119,190860
94130,1620
94135,2194
94150,65364
94152,69208
94152,52491
94162,1488
94168,5121
94168,84938
94175,48468
94175,56104
94176,90929
94176,91815
94179,114945
94190,69576
94190,58172
94190,87040
94190,94201
94199,323437
94199,21681
94201,35629
94215,68331
94217,92161
94238,90933
94244,5121
94249,1877
94250,163176
94250,12584
94259,16036
94269,73287
94274,88867
94283,77487
94285,88686
94287,67405
94302,55212
94306,56278
94315,138622
94323,38635
94328,86164
94334,55546
94335,94421
94347,20571
94348,94149
94363,38144
94369,31317
94373,45158
94409,94089
94409,94421
94422,94478
94430,205862
94432,87037
94443,95440
94443,73074
94454,5121
94456,100604
94460,6404
94460,55532
94472,162075
94502,2013
94511,37692
94511,72003
94515,19380
94520,897
94542,2596
94552,80455
94574,68976
94590,86164
94599,65801
94607,91552
94623,48535
94626,57572
94642,94068
94655,46733
94657,5121
94664,6302
94676,9168
94680,53084
94689,82236
94694,162075
94694,64734
94698,54241
94698,5675
94719,68003
94719,63488
94719,47643
94728,22946
94729,71621
94736,28561
94754,361734
94757,692
94757,5121
94761,93692
94770,16755
94770,21307
94772,69563
94772,37957
94773,83277
94776,68036
94780,94774
94802,5121
94805,50101
94807,65963
94808,57793
94827,63126
94827,61567
94831,37753
94831,156650
94831,439829
94848,4507
94851,78364
94851,78327
94852,72121
94872,49869
94873,126153
94882,26803
94882,67216
94902,68127
94923,94373
94925,71126
94944,97942
94985,124640
94985,87090
94985,73074
94991,88384
94999,86541
95004,18641
95018,14008
95023,162075
95023,47623
95023,14008
95033,74171
95037,21027
95067,36975
95085,5121
95091,37409
95092,36930
95097,23637
95102,74171
95108,14303
95109,70694
95117,50369
95117,35715
95121,74171
95123,70296
95129,80104
95150,17381
95152,1441
95160,9135
95163,95159
95170,89710
95171,56313
95185,78624
95185,5121
95194,18641
95201,95194
95205,5121
95206,14008
95206,39403
95210,65364
95210,344137
95225,35722
95228,102492
95238,12516
95266,104066
95270,78174
95282,90929
95287,5121
95295,517683
95311,84801
95311,85433
95311,10177
95312,5121
95312,74925
95326,5121
95329,90613
95336,99033
95337,37999
95352,5121
95360,205575
95360,279728
95360,90933
95363,68519
95363,30742
95364,5121
95381,17381
95391,78881
95398,2194
95398,87859
95401,89194
95401,23195
95405,631
95422,95136
95427,67430
95435,90784
95440,94443
95440,37411
95442,30334
95447,53667
95451,5121
95454,14008
95457,48299
95457,10998
95472,14794
95477,5121
95481,15639
95483,63464
95488,18903
95529,113997
95538,41783
95539,40130
95542,22946
95556,37656
95558,65083
95565,26269
95582,12355
95602,93630
95606,75946
95608,117127
95625,348196
95626,25311
95626,32685
95626,13030
95627,39082
95630,24006
95633,15433
95646,71813
95659,33605
95665,64885
95668,87991
95668,18641
95670,162075
95672,69930
95673,84239
95675,79874
95675,125843
95681,5700
95692,28496
95692,89770
95709,95253
95716,43950
95720,90009
95720,106212
95730,5121
95738,285434
95746,15795
95770,131
95773,88710
95776,14008
95790,11211
95817,230698
95826,39050
95833,33697
95852,27537
95852,125529
95865,194899
95866,89353
95873,5121
95875,75969
95883,17381
95893,19234
95893,16366
95908,39077
95909,5121
95910,145012
95925,14008
95926,57339
95929,95722
95932,384562
95932,167979
95961,94913
95971,92468
95978,22778
95978,88080
95979,1877
95981,94770
96006,743
96012,86502
96016,75692
96017,18641
96022,91119
96026,2075
96031,88028
96032,19901
96035,55290
96036,773
96036,48535
96036,83617
96038,5558
96056,5121
96056,81429
96059,57032
96062,96070
96063,74171
96070,62001
96070,34579
96078,85318
96083,14008
96086,95312
96097,18531
96097,90045
96118,87395
96131,77378
96131,17381
96141,5121
96156,75719
96161,132837
96172,53667
96173,98318
96175,88384
96179,94168
96181,439303
96200,5121
96201,47873
96204,5121
96213,79722
96213,10373
96228,82341
96230,14008
96237,78653
96237,59160
96270,73367
96278,36930
96297,43036
96306,46331
96308,28608
96313,10373
96324,48468
96343,71252
96355,5121
96357,49176
96357,78845
96357,74171
96362,89058
96362,68571
96362,80592
96375,96771
96379,48299
96379,96376
96387,83253
96387,85333
96403,5121
96405,89437
96410,80589
96428,120163
96429,71528
96433,95458
96438,5121
96448,5121
96466,53553
96473,94642
96474,65281
96485,73864
96502,25609
96502,190838
96507,43077
96509,5121
96526,91118
96533,5947
96547,43422
96547,20049
96549,96819
96552,36930
96556,10481
96557,36905
96564,95016
96568,73573
96569,35488
96582,66802
96587,140246
96612,5121
96616,6033
96621,34
96622,79987
96641,95466
96642,14008
96658,86827
96672,18641
96673,17381
96692,33605
96700,307
96700,96967
96703,5121
96727,4109
96729,5121
96736,5121
96751,5121
96764,5121
96771,5121
96771,96375
96776,2236
96790,89455
96797,51086
96811,5121
96818,82731
96821,96791
96838,92297
96849,93411
96857,96791
96865,285434
96885,60504
96892,51256
96899,35488
96900,5121
96906,55868
96925,70854
96935,5121
96940,5121
96951,39852
96951,81263
96954,73562
96954,6523
96954,5121
96965,19886
96967,93434
96975,5121
96980,5121
96983,89205
97007,162075
97007,110315
97030,5121
97039,61895
97053,45593
97053,55994
97064,5121
97068,79774
97071,17467
97074,170158
97078,26610
97084,67753
97084,13758
97090,5121
97093,69456
97093,125843
97093,34902
97093,93893
97118,79110
97120,70442
97129,12937
97151,5121
97153,16988
97153,1400
97154,53054
97165,69798
97170,5121
97179,36551
97196,228444
97213,97748
97227,34214
97237,5121
97243,5121
97252,5121
97254,58034
97255,85318
97263,18641
97276,40931
97286,5121
97308,90933
97308,95360
97314,5121
97334,92185
97338,5121
97352,36438
97379,52963
97386,5121
97394,35770
97397,10853
97397,5121
97399,38780
97419,5121
97423,74300
97436,1877
97436,18641
97441,74300
97450,92353
97465,75883
97493,94270
97495,5121
97512,66420
97512,58172
97519,14008
97531,13065
97540,71863
97540,90547
97542,49390
97549,75014
97551,75014
97559,16988
97598,408743
97599,52147
97603,31317
97603,12430
97616,37753
97619,6033
97625,47643
97625,61567
97626,145887
97633,16592
97638,5121
97645,56446
97652,47538
97655,18531
97660,16988
97674,46331
97683,73203
97711,38327
97712,78907
97731,5121
97737,974
97738,87962
97741,66765
97741,79722
97747,5121
97753,5121
97773,7993
97776,140246
97777,94734
97796,852
97796,94478
97800,55848
97808,5121
97814,115864
97826,61744
97831,37304
97842,14008
97863,1148
97863,29973
97865,5121
97870,75549
97879,91290
97885,20571
97886,96181
97888,20119
97889,83617
97889,48535
97909,56104
97909,48468
97913,89919
97915,98232
97916,14008
97924,66848
97926,38327
97933,7704
97936,44680
97936,27021
97937,293621
97944,68151
97944,66935
97958,24006
97961,66182
97976,5121
97987,38327
97987,11993
97987,80402
98008,47623
98017,5121
98018,5675
98019,5121
98034,79403
98059,98066
98061,92419
98061,91324
98061,5121
98091,30334
98094,57793
98114,14008
98150,32835
98150,37531
98155,94969
98172,34
98190,34145
98190,5017
98193,14008
98201,230698
98211,5121
98217,64718
98217,1877
98218,5121
98228,5121
98238,5121
98244,133533
98247,2793
98248,99059
98270,14008
98276,16446
98280,974
98280,14008
98288,5121
98294,62384
98300,18843
98310,98294
98318,35027
98318,75973
98318,96643
98338,867
98340,81368
98342,74171
98342,87395
98346,5121
98353,48299
98359,14328
98382,98094
98384,81263
98399,80471
98412,222348
98412,4983
98419,61534
98433,22403
98439,50503
98446,20119
98452,167274
98452,35673
98454,94165
98455,7034
98470,5121
98471,95799
98479,22316
98479,57510
98479,61567
98479,11519
98482,5121
98489,284306
98489,11760
98493,62148
98493,219
98498,5121
98526,16811
98533,5121
98537,67758
98542,18641
98545,37753
98561,96641
98576,71863
98578,71128
98580,72605
98580,35629
98580,84786
98580,67416
98581,235049
98582,97462
98586,107988
98587,98132
98594,18641
98594,91006
98606,56379
98617,97881
98632,89893
98635,9135
98639,974
98640,64771
98660,12909
98667,88366
98676,64212
98688,162075
98692,101437
98709,24006
98729,22224
98736,46848
98738,87014
98740,5121
98742,47506
98751,71139
98759,5121
98763,3815
98781,14008
98787,776
98794,86164
98794,11
98817,85749
98830,91118
98837,7034
98840,66356
98841,529
98841,98850
98866,66879
98899,55848
98899,48468
98907,111037
98909,58172
98919,77715
98919,8209
98922,52963
98922,86337
98925,9515
98927,5121
98932,42994
98936,71528
98956,83026
98972,285434
98974,5121
98976,5121
98994,53054
98999,69481
98999,97879
98999,100923
99008,18654
99028,5121
99033,81585
99036,30072
99062,98587
99062,98132
99070,65858
99071,34214
99081,75895
99081,18654
99094,12473
99098,14795
99099,94201
99101,67909
99122,38780
99128,25961
99131,37753
99140,5121
99156,5121
99167,224
99183,868
99185,36671
99185,57572
99185,34550
99201,5121
99204,7034
99223,2194
99228,80589
99234,5121
99236,18641
99243,84277
99266,82003
99288,25519
99295,18641
99301,1832
99302,61105
99304,96402
99309,5130
99323,5121
99332,65922
99333,100210
99333,1028
99336,5121
99345,38327
99392,48488
99395,86226
99395,18654
99406,117127
99417,25311
99420,5121
99421,90671
99435,46588
99435,9599
99447,47506
99447,76112
99472,99476
99475,48982
99475,25596
99476,14008
99484,72042
99487,5121
99497,95932
99501,70363
99509,38904
99513,66447
99517,9135
99517,13278
99523,164108
99537,15433
99541,6033
99541,41135
99541,83461
99541,24012
99548,83461
99549,5121
99553,18641
99556,94318
99578,164473
99584,10410
99590,99626
99590,120788
99596,5121
99598,97224
99606,71240
99606,233973
99613,5121
99620,5121
99626,93981
99635,60667
99658,18641
99659,72471
99662,73615
99662,74171
99662,50771
99673,14008
99680,29660
99681,67437
99684,86355
99687,67065
99709,87014
99717,94021
99718,132120
99760,64001
99768,4983
99774,86226
99774,18654
99775,102282
99775,45598
99783,44102
99789,85445
99790,1758
99805,90933
99809,65736
99859,7295
99859,248972
99864,5121
99872,81971
99881,5121
99897,16446
99901,55224
99915,5121
99918,98318
99932,58172
99934,4037
99936,15655
99936,13065
99936,1877
99943,41601
99949,28372
99952,14008
99978,32835
99978,37531
99982,73074
99996,39050
100006,46820
100009,68298
100012,95983
100020,103835
100028,69929
100033,58735
100035,44062
100052,23246
100057,73997
100062,37411
100066,37590
100076,99789
100078,45496
100084,93142
100094,66181
100095,14008
100100,4983
100103,73882
100128,4983
100128,28562
100136,73894
100163,68910
100163,31877
100167,583375
100167,315078
100173,34214
100176,99687
100176,67065
100186,59811
100189,85144
100189,65083
100191,24916
100200,13065
100206,36471
100206,36930
100207,100255
100207,62808
100207,66961
100207,74171
100207,87395
100212,48488
100231,7377
100232,52963
100232,35629
100233,5121
100236,96753
100241,4473
100247,66920
100248,18641
100249,92086
100250,6943
100255,205112
100257,69377
100275,100281
100276,66070
100278,370398
100306,550154
100320,5121
100321,579
100324,71814
100325,9401
100325,20010
100331,68873
100337,52963
100340,2194
100345,100084
100348,35629
100348,5121
100350,5121
100359,5121
100360,26056
100362,87363
100362,94201
100371,18641
100402,5121
100403,24006
100406,99292
100407,100963
100411,82095
100416,34704
100424,37747
100426,94503
100427,25785
100436,5121
100451,38336
100454,39050
100457,333795
100457,7034
100457,206407
100457,690
100457,54296
100478,16173
100478,52960
100480,90017
100480,55848
100480,64329
100480,48468
100487,5121
100493,72065
100495,43793
100498,95073
100509,100684
100509,15648
100521,95102
100539,43066
100541,81044
100544,63734
100566,73894
100568,37767
100568,22215
100568,138547
100575,31922
100580,83061
100597,94230
100598,38757
100603,97046
100604,94456
100619,50704
100640,66195
100640,27339
100648,2793
100648,65096
100660,100489
100662,97667
100673,82291
100674,80589
100677,24006
100682,68089
100684,130649
100688,5121
100689,92427
100693,5121
100693,226
100697,5121
100697,58767
100709,28619
100719,184018
100728,5121
100731,4872
100731,99411
100733,2793
100733,52728
100734,21953
100738,44542
100738,20105
100738,14629
100738,38162
100742,94048
100758,100463
100760,81805
100765,29553
100765,35488
100765,10228
100765,92295
100768,100693
100773,39849
100786,102508
100786,36930
100786,78936
100823,38162
100823,34597
100823,35488
100825,11537
100827,6339
100827,49609
100835,5121
100841,5121
100844,47506
100844,66447
100845,92318
100845,43174
100850,29284
100850,15254
100861,34529
100900,100898
100905,1190
100905,86355
100916,80592
100917,38028
100925,13958
100933,94453
100941,18641
100947,316025
100963,321289
100963,64887
100963,36809
100964,31163
100974,112445
100976,64183
100976,19898
100987,18641
100988,63456
100989,71863
100991,98743
100994,50170
101004,28086
101009,33672
101014,100550
101017,345568
101018,15648
101028,34579
101036,86452
101038,5121
101049,100712
101050,98018
101070,96641
101074,24006
101077,35647
101083,5121
101088,17101
101102,21686
101104,38327
101105,204049
101107,66533
101139,136008
101179,63767
101179,10622
101194,97010
101197,48321
101197,76402
101197,27824
101217,120621
101224,5121
101225,35488
101225,68962
101226,101004
101226,28086
101226,42488
101230,36930
101231,58172
101238,20535
101244,5121
101253,86016
101253,19898
101259,5121
101262,93401
101269,5121
101270,24006
101279,5121
101282,130649
101284,101308
101291,5121
101294,1190
101294,1175
101308,5121
101310,69281
101316,5121
101319,5121
101330,80589
101337,66195
101338,96564
101342,41001
101347,88028
101398,5121
101400,13065
101405,14008
101421,77066
101429,18641
101437,98692
101440,5121
101445,18641
101449,41407
101449,2353
101449,41478
101451,14008
101454,64524
101477,95692
101479,91815
101500,9865
101503,21383
101508,21348
101508,18641
101513,99501
101513,70363
101514,5121
101520,71528
101564,18641
101567,18537
101573,18641
101573,98132
101575,76514
101575,63202
101598,101652
101606,47724
101606,72215
101613,57101
101633,66447
101659,162075
101660,5121
101671,14008
101702,38327
101712,47488
101715,219880
101715,154921
101715,180730
101716,180922
101716,116996
101744,65911
101748,124640
101754,5121
101755,14008
101763,90764
101763,17508
101783,5121
101785,15988
101786,1877
101790,24946
101794,44062
101794,64241
101808,50443
101809,14685
101817,91118
101823,101822
101828,74031
101831,96753
101834,18641
101835,85705
101856,55868
101868,24006
101879,5121
101882,9206
101882,22667
101922,75969
101944,61396
101944,84369
101947,228
101948,63682
101949,3880
101949,79643
101961,127989
101965,68961
101969,5121
101977,39050
101989,5121
102000,37753
102000,11
102032,58172
102041,5121
102044,33605
102045,134124
102046,1224
102054,15433
102068,102381
102085,61520
102090,57101
102118,100226
102119,64786
102119,1686
102124,426
102125,88384
102125,145930
102130,16586
102130,41478
102133,2057
102153,85641
102160,6302
102160,58172
102160,87040
102160,69196
102160,94201
102160,44062
102160,64241
102168,48444
102169,101650
102190,7654
102190,24752
102205,67849
102221,94433
102224,125409
102232,692
102236,80135
102281,28496
102282,55868
102282,99775
102293,5121
102295,100550
102299,36930
102299,4983
102299,38162
102312,98157
102313,14008
102314,82747
102334,14008
102334,47506
102336,2793
102338,25961
102350,84501
102354,5121
102359,244378
102363,102343
102375,49975
102375,49869
102382,18641
102389,73650
102390,113355
102472,52012
102489,81340
102489,74171
102493,247
102500,5121
102508,285434
102508,100786
102517,4408
102520,18641
102523,9816
102523,58172
102527,49715
102536,132262
102544,85709
102553,24006
102568,56738
102571,8409
102592,165210
102606,58376
102616,85428
102622,102068
102629,100
102632,61101
102635,5121
102655,34490
102657,114578
102671,5458
102695,41806
102710,316025
102726,50722
102738,93339
102741,34988
102749,41478
102749,25596
102756,18641
102762,17610
102785,35488
102790,71814
102790,99789
102790,85445
102799,92419
102819,86724
102820,61448
102838,5121
102840,76202
102840,97975
102883,20578
102885,5121
102892,76081
102918,59632
102923,2502
102926,53822
102926,101829
102935,91815
102985,43805
103006,129985
103022,110498
103027,55848
103036,5121
103043,33697
103047,18641
103061,2502
103066,14008
103069,30396
103069,52328
103080,100965
103082,101980
103092,36930
103105,5121
103121,32272
103125,18641
103148,4428
103156,50958
103175,14008
103187,82186
103192,14008
103199,135538
103199,123670
103200,37313
103202,47506
103211,155679
103242,103915
103246,63126
103246,54605
103249,119978
103249,48972
103249,150166
103249,30334
103249,108065
103249,180450
103250,67764
103253,450410
103261,116150
103283,88028
103294,52258
103294,24121
103294,18903
103308,38162
103314,730
103345,99112
103350,80545
103351,2465
103352,75454
103352,80589
103370,15433
103376,15433
103384,2596
103385,62833
103387,47796
103394,18641
103395,94687
103405,5121
103413,5121
103425,74105
103442,4055
103442,71863
103450,5121
103450,36930
103453,58172
103454,102816
103462,5121
103463,13065
103463,1877
103464,103546
103465,59754
103466,31081
103469,14615
103480,140246
103510,18641
103515,36930
103515,38117
103516,54067
103541,18641
103546,5121
103554,56313
103555,56104
103555,124640
103556,162075
103584,72647
103593,5121
103597,18641
103601,77197
103601,75505
103601,87284
103601,37083
103604,14008
103612,22946
103616,67593
103617,28470
103619,75284
103622,36434
103627,14008
103643,20578
103656,71369
103656,41566
103661,47796
103663,67085
103665,3378
103689,102402
103691,69481
103708,125843
103719,16811
103724,18641
103729,103721
103729,11840
103739,65359
103743,55868
103746,60579
103757,5121
103759,52817
103764,18641
103772,87111
103776,80330
103800,90118
103803,5121
103832,100
103832,77817
103832,88756
103835,69982
103835,36807
103835,86520
103835,99548
103835,101570
103846,26228
103861,61890
103862,5121
103864,66364
103868,2793
103869,65801
103869,58172
103886,104056
103890,63202
103894,5121
103894,4428
103894,77312
103894,106731
103905,36930
103919,22946
103930,71236
103930,37313
103942,5121
103958,30848
103963,65083
103990,2596
103996,112186
104001,5121
104002,18641
104006,89112
104035,14008
104038,635
104040,5121
104047,342179
104062,105891
104066,49938
104075,1006
104075,8209
104075,2872
104077,50892
104083,7377
104086,41562
104094,160814
104112,57236
104129,96753
104159,30072
104175,5121
104192,124640
104197,41993
104199,149622
104201,1877
104213,1877
104213,116050
104234,5121
104255,56313
104255,18641
104285,101624
104287,4868
104296,18641
104296,44849
104298,18641
104318,18641
104334,58092
104341,84050
104347,18641
104381,17381
104382,74534
104396,14008
104408,24006
104408,36930
104410,78076
104431,24156
104431,119817
104474,54266
104476,24006
104483,81805
104498,103800
104503,29856
104503,90826
104525,81161
104529,106246
104542,4796
104554,58172
104554,21686
104564,22946
104565,102733
104572,14008
104579,71139
104590,11825
104590,22935
104612,103661
104613,57101
104620,100487
104623,5121
104635,4983
104642,18641
104652,69810
104661,69474
104662,427818
104671,18641
104678,64086
104679,104372
104682,87279
104690,38078
104694,21605
104694,974
104695,20414
104696,27752
104698,25596
104715,28355
104720,103978
104731,81263
104733,104652
104750,43280
104750,40128
104750,48405
104757,78780
104777,38579
104784,66786
104791,5121
104810,66810
104812,68807
104825,24
104834,43363
104840,60218
104858,5121
104859,33605
104879,10844
104880,81805
104885,4408
104903,27501
104906,78888
104931,1317
104931,5121
104936,5121
104949,43345
104952,83771
104964,29181
104964,6723
104967,103146
104973,28429
104976,35488
105009,75454
105010,104542
105015,81805
105020,53276
105028,72452
105031,16736
105042,57572
105047,86164
105051,13869
105053,575
105053,594
105065,73467
105082,48886
105095,10373
105101,11
105102,170235
105102,89058
105111,105103
105128,400
105136,33
105138,86502
105138,91915
105156,93278
105158,14328
105165,38789
105171,74559
105173,60343
105195,63696
105199,74171
105206,65661
105208,40307
105208,6033
105209,14303
105215,5121
105217,100092
105217,71159
105219,82576
105225,54321
105228,5121
105228,18641
105241,124414
105263,162075
105267,96753
105268,48546
105270,35625
105289,42321
105289,47022
105289,87074
105298,104733
105299,87736
105301,14008
105301,95565
105313,105101
105335,105359
105336,86066
105340,103832
105351,18641
105355,95932
105369,26301
105370,5121
105380,82601
105398,102281
105400,111124
105400,35488
105400,239560
105400,223536
105411,95093
105425,13065
105437,105421
105437,38780
105437,67064
105484,6302
105505,5121
105521,74059
105523,100489
105542,25564
105545,64494
105552,39435
105554,13211
105561,105233
105582,301919
105582,103564
105582,104857
105584,18641
105587,4983
105593,5121
105600,162075
105602,105593
105605,62001
105609,104831
105609,100086
105616,10947
105627,20127
105638,10998
105638,59632
105649,4658
105655,48468
105659,81805
105671,105587
105676,462647
105692,4983
105692,93278
105692,86036
105697,18641
105703,39828
105724,33605
105733,974
105756,79977
105778,5192
105795,48468
105802,2194
105810,22108
105815,61725
105815,18641
105842,105566
105850,46331
105856,41835
105874,122209
105880,58172
105883,39422
105888,79636
105889,10481
105891,394620
105891,47286
105891,246515
105897,5121
105900,107951
105911,62664
105947,100232
105955,4408
105958,49000
105973,105671
105980,104329
105985,2281
106004,67500
106006,86586
106014,14008
106015,73482
106028,81824
106031,82140
106055,50617
106065,13065
106069,24396
106070,5121
106076,2964
106100,106104
106122,6869
106124,72387
106133,119597
106142,42166
106144,12917
106155,59621
106159,5121
106164,18641
106166,17332
106174,105389
106181,103556
106181,162075
106182,5121
106183,974
106187,414569
106213,1441
106224,80384
106224,68098
106228,80997
106232,106754
106238,690
106242,24006
106242,70442
106243,66591
106246,73074
106246,256769
106250,100965
106255,70442
106255,9017
106255,106242
106262,89826
106262,66257
106263,94148
106273,94148
106284,38743
106290,67438
106290,71252
106290,49852
106298,5121
106299,78403
106306,31450
106317,38743
106329,106273
106335,10082
106348,87658
106351,31167
106352,31877
106352,5121
106367,25321
106377,63456
106389,14008
106396,52963
106399,181894
106402,134
106428,182274
106433,18641
106435,48111
106437,1026
106441,27320
106441,6
106446,91701
106460,81344
106467,4788
106475,74789
106480,13177
106481,66070
106493,48468
106499,86164
106499,117127
106500,49271
106501,105889
106501,107915
106505,449399
106514,57881
106516,71137
106520,69607
106532,33931
106532,149304
106535,92981
106544,60611
106557,92174
106557,102004
106569,105651
106587,76889
106587,54778
106614,49869
106616,104923
106620,13758
106632,2596
106644,18919
106650,37834
106670,21928
106677,105952
106686,121128
106687,18641
106691,89988
106692,107994
106717,443
106720,59309
106720,34731
106731,49543
106734,38772
106743,1400
106750,38772
106757,65911
106788,34579
106793,106470
106796,1317
106796,5121
106801,16988
106801,22682
106801,59556
106801,10914
106801,46624
106810,107008
106830,86586
106837,23390
106837,105102
106839,81147
106843,27869
106846,52274
106847,52963
106854,54851
106855,1317
106855,5121
106857,58172
106866,2411
106876,91188
106879,37313
106887,31163
106887,6491
106888,5121
106894,106351
106916,135602
106924,18641
106934,82917
106934,20571
106934,32272
106943,19901
106946,14008
106946,230746
106959,66356
106961,171914
106961,60980
106963,69464
106976,94347
106979,42503
106985,88157
106988,56446
107003,29559
107008,106810
107016,105126
107018,5121
107023,14008
107025,18641
107032,18641
107067,615
107070,107085
107101,70442
107144,20852
107149,82584
107158,34572
107159,104799
107161,9933
107162,47096
107208,104706
107208,521172
107230,359156
107230,91815
107242,3541
107247,5121
107247,10664
107247,14008
107261,47942
107262,5121
107266,12909
107287,5121
107289,20805
107291,5121
107302,58172
107317,91065
107320,162075
107323,43999
107325,263332
107326,80293
107334,18641
107335,1318
107335,106692
107335,107262
107375,28496
107375,28039
107376,18641
107378,17381
107386,25523
107394,4408
107410,4950
107418,73864
107429,107475
107429,100109
107430,206955
107445,52773
107453,5121
107454,49176
107470,635
107507,107516
107524,18641
107536,25408
107538,6328
107563,63824
107567,142627
107595,78906
107596,3677
107623,41478
107627,61144
107640,40571
107646,109085
107651,92348
107652,4428
107655,62730
107679,75579
107680,86586
107699,26601
107701,135602
107701,18804
107701,368406
107715,103242
107716,39050
107719,64086
107719,7944
107729,101646
107740,46582
107793,66363
107799,27467
107809,4498
107838,9599
107846,55253
107861,105891
107876,288504
107877,97475
107879,95109
107894,36930
107907,67660
107915,65819
107929,152184
107934,2034
107945,21842
107977,5121
107984,23907
107985,140246
107987,153597
107987,52678
107988,78115
107988,67437
108009,14008
108011,529
108012,69576
108012,5121
108028,70330
108028,224307
108029,78926
108029,79977
108033,80379
108034,34960
108034,83226
108042,1317
108042,5121
108056,30072
108061,82084
108061,79839
108065,103249
108067,9933
108068,91403
108068,34490
108069,9606
108077,15425
108082,18641
108085,106837
108099,14008
108103,50522
108103,120682
108105,417
108110,17610
108111,14008
108118,5121
108126,18654
108126,67909
108129,14008
108144,14008
108144,5121
108151,107915
108153,13287
108166,647
108188,70937
108198,103456
108208,146327
108230,103890
108233,5031
108282,23666
108282,26584
108289,38117
108295,83927
108307,28644
108322,11130
108323,33158
108323,2840
108325,33605
108340,108274
108352,9372
108354,16988
108370,994
108371,5121
108376,99288
108390,105366
108400,5121
108406,65363
108406,104982
108415,97399
108422,1877
108435,69283
108435,78076
108435,2596
108436,5868
108440,80145
108447,18641
108469,7117
108507,162075
108507,108220
108516,14008
108520,41502
108522,46761
108530,48468
108553,37735
108562,37411
108587,290009
108591,26114
108619,307
108623,67820
108623,5121
108632,104162
108633,162075
108641,4983
108642,162075
108647,108534
108663,29757
108669,90118
108673,14008
108673,45598
108674,635
108675,14008
108679,108534
108691,185117
108695,61221
108698,162075
108700,18641
108701,33605
108704,252612
108704,306420
108704,238098
108710,155872
108735,88614
108741,5121
108742,2194
108758,96753
108765,104487
108776,37722
108781,18641
108783,100
108783,184901
108789,5121
108791,72319
108801,18641
